record_id,timestamp,charge_point_id,user_id,session_token,session_start_ip,current_request_ip,ip_change_count,concurrent_sessions,session_duration_seconds,device_type,user_agent,failed_auth_attempts,geo_location_match,token_age_seconds,is_token_expired,session_fixation_detected,cookie_secure_flag,same_device_fingerprint,request_frequency_per_minute,anomaly_type,label
230,2025-04-08 22:08:13,CP-0019,USER-00171,d870004934db1643bf54b04183c09e94,192.168.1.134,192.168.1.134,0,1,2063,mobile_app,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,1,2579,0,0,1,1,4.600439776653429,none,0
231,2025-12-18 04:07:43,CP-0045,USER-00162,6cdffd1615eee7ab049b474edd57dbd8,10.0.0.176,10.0.0.176,0,2,2528,web_browser,EVCharge-App/3.2.1 (Android),0,1,2319,0,0,1,1,4.563072892422448,none,0
232,2025-09-24 21:25:45,CP-0005,USER-00133,be6cf447d2402c43423484765d318ed6,172.16.0.23,172.16.0.23,0,2,2825,mobile_app,EVCharge-App/3.2.1 (iOS),1,1,2871,0,0,1,1,4.507257738401356,none,0
233,2025-09-02 07:11:26,CP-0017,USER-00106,c69a241cc2fbd940bb6b33db3af21f80,172.16.0.40,172.16.0.40,0,1,2003,ocpp_client,EVCharge-App/3.2.1 (Android),1,1,1981,0,0,1,1,0.6776484825228428,none,0
234,2025-08-10 04:31:39,CP-0003,USER-00073,f1f23808f66c83b11a4fe3e7906e7e51,192.168.1.59,185.220.100.94,15,1,88088,iot_device,OCPP-Client/1.6.0,0,0,2858,0,0,1,1,2.5530154420122604,ip_mismatch,1
235,2025-11-10 01:21:40,CP-0014,USER-00070,c99ed5d571f845f3cdd6e577ac7fd16f,192.168.1.63,192.168.1.63,0,2,6424,api_client,Mozilla/5.0 (Android 12; Mobile; rv:100.0),1,1,2034,0,0,1,1,2.236862618631919,none,0
236,2025-07-12 02:01:58,CP-0042,USER-00027,2997e4cd2f00138f1e6d614f94405921,172.16.0.41,172.16.0.41,0,1,1,iot_device,OCPP-Client/1.6.0,0,1,18514,0,1,1,1,0.9372505066206267,session_fixation,1
237,2025-07-02 07:36:23,CP-0024,USER-00123,2997e4cd2f00138f1e6d614f94405921,192.168.1.121,192.168.1.121,0,1,1,web_browser,EVCharge-App/3.2.1 (iOS),0,1,17456,0,1,1,1,2.64675028899253,session_fixation,1
238,2025-09-19 02:48:10,CP-0007,USER-00113,0b3e27f64479ecc27409076e780fd0d7,192.168.1.148,192.168.1.148,0,24,211022,iot_device,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,2656,0,0,1,1,99.79987156214764,concurrent_sessions,1
239,2025-05-26 09:53:48,CP-0001,USER-00089,c5668db7d92e7f42c77cf3859935fdf4,192.168.1.138,192.168.1.138,0,1,6419,api_client,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,2180,0,0,1,1,0.8897347148932606,none,0
240,2025-06-29 14:31:43,CP-0048,USER-00083,64388b4af6fa01efac8fc449c2911050,192.168.1.13,192.168.1.13,0,1,3714,web_browser,EVCharge-App/3.2.1 (iOS),0,1,351,0,0,1,1,2.718064839445521,none,0
241,2025-06-13 07:18:48,CP-0036,USER-00168,ba29bc5e0af4e3bed756645c212bb92d,10.0.0.140,10.0.0.140,0,2,2013,ocpp_client,ChargingStation-Monitor/2.0,1,1,3316,0,0,1,1,2.1124440087103906,none,0
242,2025-11-07 12:31:26,CP-0047,USER-00003,01a6c233120381995a60a27c5a92b023,10.0.0.63,10.0.0.63,0,1,4,ocpp_client,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,0,139,0,0,1,0,1.8454683282979951,cross_device_theft,1
243,2025-06-16 18:28:01,CP-0026,USER-00027,85bf53245399c7f5e9f0a07ebb825fa1,10.0.0.46,10.0.0.7,13,1,411878,mobile_app,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,0,3027,0,0,1,1,1.2230300250745074,ip_mismatch,1
244,2025-07-19 18:41:23,CP-0047,USER-00133,73ad8f6cf45ebe124036f1d2b4bc8bf1,10.0.0.238,10.0.0.238,0,2,919,iot_device,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,1573,0,0,1,1,4.737402102135186,none,0
245,2025-03-01 03:02:14,CP-0017,USER-00137,94bef6f94401659b29539deae04c7425,192.168.1.65,192.168.1.65,0,1,2996,ocpp_client,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,775,0,0,1,1,1.2261658577346464,none,0
246,2025-11-22 21:37:55,CP-0019,USER-00100,021fe8f32d2454a03ce6946fd850f2ae,192.168.1.218,185.220.100.17,3,1,9,mobile_app,ChargingStation-Monitor/2.0,0,0,285,0,0,1,1,4.743350651620689,geo_location_anomaly,1
247,2025-07-19 13:37:45,CP-0044,USER-00079,09e0bbd88bde12ad0cecee90a2d4d9df,10.0.0.92,10.0.0.92,0,2,1194,mobile_app,OCPP-Client/1.6.0,1,1,215,0,0,1,1,1.477540551673448,none,0
248,2025-01-23 01:13:29,CP-0020,USER-00197,f48802477bc107bc404b9f745d61304a,172.16.0.173,172.16.0.173,0,2,4645,iot_device,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,2939,0,0,1,1,2.74710637467224,none,0
249,2025-10-02 21:55:29,CP-0019,USER-00011,d37814c4bebe7c2e2eb432382662698f,192.168.1.4,192.168.1.4,0,1,6716,web_browser,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,3115,0,0,1,1,3.170155686045451,none,0
250,2025-07-10 10:19:38,CP-0039,USER-00126,3288d9f0ebcf4d801ba4f77920ff11a6,192.168.1.120,192.168.1.120,0,2,2518,mobile_app,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,451,0,0,1,1,2.065063600565037,none,0
251,2025-09-01 16:06:50,CP-0013,USER-00186,ac1ac17b80506bf7dcdc4bd31019cc0a,10.0.0.166,10.0.0.166,0,2,6429,mobile_app,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,2990,0,0,1,1,1.0851475421006134,none,0
252,2025-08-21 20:07:24,CP-0041,USER-00011,60f40902ec9e09bd7c9bcbe5bc757965,192.168.1.53,45.95.168.172,10,1,182950,iot_device,ChargingStation-Monitor/2.0,1,0,938,0,0,1,0,2.0439252206891196,stolen_token,1
253,2025-04-11 11:35:30,CP-0002,USER-00120,29ff7e6ccf988dacb506f6a8c58ce99e,10.0.0.52,45.95.168.83,7,1,194133,iot_device,EVCharge-App/3.2.1 (Android),0,0,1697,0,0,1,0,3.8212226361352495,stolen_token,1
254,2025-06-03 22:20:59,CP-0036,USER-00185,a1b2e61f4bfb2cf4a18b32b01d5aec1c,172.16.0.245,172.16.0.245,0,1,5928,iot_device,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,2558,0,0,1,1,3.43593449165578,none,0
255,2025-06-06 10:32:48,CP-0047,USER-00113,2997e4cd2f00138f1e6d614f94405921,172.16.0.106,172.16.0.106,0,1,419041,mobile_app,EVCharge-App/3.2.1 (iOS),0,1,46222,0,1,1,1,2.1311178590150135,session_fixation,1
256,2025-12-18 16:07:59,CP-0024,USER-00064,b50d8afe80d4d42d896e2e50c5d76b02,192.168.1.247,192.168.1.247,0,1,5869,mobile_app,EVCharge-App/3.2.1 (iOS),0,1,1632,0,0,1,1,1.7687018442601268,none,0
257,2025-06-24 17:57:58,CP-0020,USER-00074,717f8b6cbf2c132de2291c533a463fd6,10.0.0.50,10.0.0.50,0,1,935,web_browser,EVCharge-App/3.2.1 (Android),1,1,1048,0,0,1,1,3.2286165493174424,none,0
258,2025-07-24 21:43:08,CP-0018,USER-00040,4da929ff10e8767e427ebd000d3e1463,192.168.1.243,192.168.1.243,0,1,3759,iot_device,Mozilla/5.0 (Android 12; Mobile; rv:100.0),1,1,2177,0,0,1,1,3.698152867979755,none,0
259,2025-02-13 09:46:02,CP-0043,USER-00046,1e482081f212aaa7af18a22dce176ddf,172.16.0.224,172.16.0.224,0,2,1807,web_browser,ChargingStation-Monitor/2.0,0,1,2668,0,0,1,1,1.441221930291744,none,0
260,2025-05-25 13:19:53,CP-0006,USER-00081,841f4d43b3e1fa2fcdc8384b6c626e62,192.168.1.40,23.129.64.75,8,1,4,api_client,ChargingStation-Monitor/2.0,2,0,173,0,0,1,0,2.0863875624801387,stolen_token,1
261,2025-11-20 09:14:49,CP-0010,USER-00019,6f15f2f3174fbff96a378bd6544908af,10.0.0.188,10.0.0.188,0,2,4479,ocpp_client,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,1,919,0,0,1,1,1.29532776593798,none,0
262,2025-11-17 17:49:52,CP-0020,USER-00022,1fcc01c26c516098fc55322782bd8556,10.0.0.77,10.0.0.77,0,1,3615,mobile_app,ChargingStation-Monitor/2.0,1,1,1278,0,0,1,1,1.4851650074354579,none,0
263,2025-02-14 00:01:34,CP-0007,USER-00033,1d7f009ef310f36d2600dad6df3024d1,10.0.0.178,10.0.0.178,0,1,6352,mobile_app,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,2461,0,0,1,1,4.903858165868397,none,0
264,2025-10-29 05:55:29,CP-0005,USER-00075,e065565cdcfc615cfac9c3efc5bf30a6,192.168.1.125,192.168.1.125,0,2,6719,mobile_app,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,1686,0,0,1,1,2.9558749764685035,none,0
265,2025-02-10 00:09:36,CP-0041,USER-00054,45b1f36bfca050485a634d2205b7d51f,192.168.1.70,192.168.1.70,0,1,4869,ocpp_client,EVCharge-App/3.2.1 (iOS),1,1,2910,0,0,1,1,2.3129862313883605,none,0
266,2025-10-12 15:10:14,CP-0012,USER-00112,3ed299cc85099331a7255d7a8777229d,172.16.0.117,172.16.0.117,0,1,1148,iot_device,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,3376,0,0,1,1,2.9972715458348693,none,0
267,2025-02-16 16:18:02,CP-0037,USER-00194,1e36355de25845b05dc33a7a4c174674,10.0.0.164,10.0.0.164,0,2,1998,web_browser,EVCharge-App/3.2.1 (Android),1,1,2718,0,0,1,1,2.2879978697298817,none,0
268,2025-11-16 04:59:49,CP-0001,USER-00004,6f9f565333fe504230416a02d13d7e5c,192.168.1.172,192.168.1.172,0,1,944,ocpp_client,EVCharge-App/3.2.1 (iOS),1,1,3072,0,0,1,1,0.8793067822004157,none,0
269,2025-12-23 17:47:42,CP-0032,USER-00139,65078605375673a846cf7630aa9ec28f,192.168.1.55,192.168.1.55,0,2,2813,api_client,EVCharge-App/3.2.1 (Android),0,1,987,0,0,1,1,1.441399539939034,none,0
270,2025-11-27 03:55:19,CP-0025,USER-00027,c6ac570a764f7aa2daa8755403468571,172.16.0.27,172.16.0.27,0,1,7,web_browser,ChargingStation-Monitor/2.0,5,1,248780,1,0,1,1,4.395139872836358,session_replay,1
271,2025-11-27 22:11:47,CP-0024,USER-00102,0cc01dbe9bf19afef7b9436bf69d35ed,10.0.0.32,10.0.0.32,0,2,5377,iot_device,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,1416,0,0,1,1,4.826943698478065,none,0
272,2025-02-18 07:10:03,CP-0016,USER-00092,2fa45cc5031e0808acbbd24911814133,192.168.1.99,192.168.1.99,0,1,6,api_client,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,2,1,217975,1,0,1,1,3.2291748327141763,session_replay,1
273,2025-07-16 08:38:09,CP-0019,USER-00114,fc8e6ea187d05a7b80e9b3a2041b1724,10.0.0.230,10.0.0.230,0,1,3373,api_client,ChargingStation-Monitor/2.0,0,1,3136,0,0,1,1,2.258257613584896,none,0
274,2025-09-07 08:46:30,CP-0014,USER-00195,acee9fcc42096c2afabe54c722ca00c5,192.168.1.93,192.168.1.93,0,2,438,ocpp_client,ChargingStation-Monitor/2.0,0,1,3168,0,0,1,1,0.7811253009149581,none,0
275,2025-06-04 17:03:49,CP-0045,USER-00123,a22f79d1adf4e8469327b6065f2117e9,10.0.0.123,10.0.0.123,0,1,4936,mobile_app,ChargingStation-Monitor/2.0,1,1,2824,0,0,1,1,2.8545116812168874,none,0
276,2025-06-15 06:42:59,CP-0005,USER-00101,814db03cedee3cd4950b8905eedde7e0,10.0.0.221,10.0.0.221,0,1,10,mobile_app,EVCharge-App/3.2.1 (iOS),5,1,509284,1,0,1,1,2.919507904621278,session_replay,1
277,2025-11-05 05:31:58,CP-0050,USER-00039,5db2a9a1e4e160fc28773bd76ed84c3c,172.16.0.197,172.16.0.197,0,16,158782,web_browser,ChargingStation-Monitor/2.0,0,1,2445,0,0,1,1,37.431481843644356,concurrent_sessions,1
278,2025-04-14 01:15:32,CP-0050,USER-00161,3b1966d97e2efa41668ef08006538070,172.16.0.127,172.16.0.127,0,2,1369,iot_device,EVCharge-App/3.2.1 (Android),0,1,2001,0,0,1,1,3.0368607327789716,none,0
279,2025-11-05 19:28:55,CP-0038,USER-00143,e589fbdbd401ffd153616406984fe7ab,10.0.0.137,10.0.0.137,0,2,4520,web_browser,ChargingStation-Monitor/2.0,1,1,3115,0,0,1,1,2.8477419343230572,none,0
280,2025-03-11 16:21:07,CP-0033,USER-00042,76bf6c3ee793747c0fb472bab9d1abc2,172.16.0.18,172.16.0.18,0,2,3357,iot_device,Mozilla/5.0 (Android 12; Mobile; rv:100.0),1,1,3179,0,0,1,1,3.346006636479559,none,0
281,2025-07-14 18:20:03,CP-0044,USER-00159,66980b13f9dbccdbfa5a88296779a256,10.0.0.36,10.0.0.36,0,1,423,web_browser,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,3516,0,0,1,1,2.534146650923157,none,0
282,2025-12-05 04:42:58,CP-0047,USER-00021,d1c70da7a53dd03676a6025c1a512d65,10.0.0.177,10.0.0.177,0,1,1225,api_client,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,2418,0,0,1,1,1.8842005305891225,none,0
283,2025-04-11 01:11:23,CP-0050,USER-00046,09f67081c54f25df44184a0fce4c2623,192.168.1.222,192.168.1.222,0,1,3834,mobile_app,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,1981,0,0,1,1,0.9733918196135831,none,0
284,2025-03-03 16:14:05,CP-0016,USER-00196,269bfbb248ecef1c210735bfc21d9eaa,172.16.0.68,172.16.0.68,0,1,773,api_client,ChargingStation-Monitor/2.0,1,1,3307,0,0,1,1,3.9554526226327265,none,0
285,2025-08-10 18:52:22,CP-0025,USER-00011,0454b67746b117f6b0cccff985ded479,192.168.1.238,23.129.64.247,5,1,7,mobile_app,EVCharge-App/3.2.1 (iOS),2,0,2391,0,0,1,0,1.2287074545085857,stolen_token,1
286,2025-07-29 12:54:02,CP-0030,USER-00167,2267b3b048c5bd1de42db5460734eb0b,10.0.0.125,10.0.0.125,0,1,1998,api_client,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,677,0,0,1,1,1.82509960732187,none,0
287,2025-01-26 21:33:19,CP-0043,USER-00104,2997e4cd2f00138f1e6d614f94405921,10.0.0.96,10.0.0.96,0,1,9,web_browser,EVCharge-App/3.2.1 (Android),0,1,4370,0,1,1,1,3.7385683331915045,session_fixation,1
288,2025-07-13 03:38:07,CP-0011,USER-00051,36f6fd254d3421a40194c721c9883006,10.0.0.45,185.220.100.214,1,1,4,iot_device,ChargingStation-Monitor/2.0,0,0,68,0,0,1,1,4.546947410922796,geo_location_anomaly,1
289,2025-03-21 11:03:04,CP-0016,USER-00156,624d09dd59a8d51c295570e12320d2ee,192.168.1.204,192.168.1.204,0,1,5404,mobile_app,ChargingStation-Monitor/2.0,0,1,2191,0,0,1,1,2.3434545387816517,none,0
290,2025-10-21 04:20:09,CP-0050,USER-00182,2485fbeb86f6b35375113d27c8cd3e8f,192.168.1.40,23.129.64.195,0,1,5,ocpp_client,Unknown-Browser/1.0,0,1,2124,0,0,0,0,4.169821178136723,cookie_hijacking,1
291,2025-08-29 04:34:14,CP-0010,USER-00085,830ed799f9befee5267a114c214347a4,172.16.0.239,172.16.0.239,0,1,4603,mobile_app,EVCharge-App/3.2.1 (Android),1,1,1347,0,0,1,1,3.511471492792405,none,0
292,2025-05-22 05:29:00,CP-0024,USER-00180,973226d1b5f65b2566e06f05f0e44b7f,10.0.0.80,10.0.0.80,0,1,5596,iot_device,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,1,1831,0,0,1,1,1.8011545999570637,none,0
293,2025-12-10 15:54:19,CP-0032,USER-00033,a6843a16648d0dea395bcce074dbb148,192.168.1.219,192.168.1.219,0,1,1140,web_browser,OCPP-Client/1.6.0,1,1,2964,0,0,1,1,2.450831274157447,none,0
294,2025-04-06 19:26:11,CP-0024,USER-00026,a4d671607a975a0235c12a02b6b66fd9,172.16.0.224,172.16.0.224,0,2,5811,mobile_app,EVCharge-App/3.2.1 (Android),1,1,1770,0,0,1,1,2.716957209136735,none,0
295,2025-09-24 00:29:14,CP-0027,USER-00127,f89fb9fe0ac5d46204a6e38841d5502b,192.168.1.74,185.220.100.74,4,1,1,web_browser,Mozilla/5.0 (Android 12; Mobile; rv:100.0),1,0,1901,0,0,1,0,4.763456059084524,stolen_token,1
296,2025-01-29 18:11:42,CP-0042,USER-00093,ce0c0f46ec0311ff77c96aace4b63461,192.168.1.45,192.168.1.45,0,1,2005,mobile_app,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,1270,0,0,1,1,4.574992989204232,none,0
297,2025-04-02 09:26:05,CP-0017,USER-00002,6bb577ea0a4fd6bbc7665ebbea036ced,192.168.1.202,192.168.1.202,0,1,6121,web_browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,771,0,0,1,1,1.4281115079715812,none,0
298,2025-05-19 03:04:05,CP-0023,USER-00078,3480c0bf77667a2540a9ee7f83c78827,192.168.1.175,192.168.1.175,0,1,3801,ocpp_client,Mozilla/5.0 (Android 12; Mobile; rv:100.0),1,1,2255,0,0,1,1,1.0589961949583668,none,0
299,2025-11-24 09:09:47,CP-0047,USER-00192,090a623cabe86f46d1e9910f30cc5013,172.16.0.48,172.16.0.48,0,2,1436,mobile_app,Mozilla/5.0 (Android 12; Mobile; rv:100.0),1,1,1360,0,0,1,1,4.257543553161314,none,0
300,2025-06-03 11:51:16,CP-0013,USER-00113,339689c92db92f4ff93530335b554097,192.168.1.245,192.168.1.245,0,2,1852,web_browser,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,1,403,0,0,1,1,2.2104734417726344,none,0
301,2025-06-11 16:20:37,CP-0046,USER-00153,77f741fc31fc9b8bf3f9a1d6a488af6f,192.168.1.151,192.168.1.151,0,1,105825,web_browser,EVCharge-App/3.2.1 (iOS),3,1,171623,1,0,1,1,3.482605619803727,session_replay,1
302,2025-06-08 14:05:26,CP-0026,USER-00055,068b20e70d8b0fd2978ca87d266fe592,192.168.1.136,192.168.1.136,0,2,867,ocpp_client,OCPP-Client/1.6.0,1,1,1365,0,0,1,1,4.278437028445511,none,0
303,2025-08-07 14:25:11,CP-0008,USER-00096,4151e7497ed03fe5ca0729731fba4b68,10.0.0.95,10.0.0.95,0,1,2203,mobile_app,Mozilla/5.0 (Android 12; Mobile; rv:100.0),1,1,2218,0,0,1,1,1.4337037526770973,none,0
304,2025-01-28 15:46:19,CP-0029,USER-00149,e51285f74cd6e49394f3801c51a57682,172.16.0.212,172.16.0.212,0,1,4961,mobile_app,ChargingStation-Monitor/2.0,0,1,3463,0,0,1,1,0.7638308068656091,none,0
305,2025-10-07 15:51:20,CP-0011,USER-00059,dba20f1d2c9a90104a15bd54ccd10ded,10.0.0.93,10.0.0.93,0,2,2387,mobile_app,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,2560,0,0,1,1,0.5326404337770498,none,0
306,2025-05-03 21:48:57,CP-0049,USER-00089,8f5b963a7cce8d703bf0e1cbabc26b13,192.168.1.15,192.168.1.15,0,1,5646,web_browser,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,1383,0,0,1,1,1.6510432125301717,none,0
307,2025-10-09 14:01:42,CP-0006,USER-00071,8b0fe1e01d76295cf8abd95adf37fe75,172.16.0.150,172.16.0.150,0,2,6817,api_client,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,1,1323,0,0,1,1,1.7018481915720485,none,0
308,2025-10-10 16:10:00,CP-0037,USER-00074,9de52453c2a2835ae51db35e43e97301,192.168.1.38,192.168.1.38,0,1,6670,ocpp_client,Mozilla/5.0 (Android 12; Mobile; rv:100.0),1,1,3435,0,0,1,1,2.7704588184517673,none,0
309,2025-11-30 06:48:04,CP-0021,USER-00022,8d959dfa0f0d995b6069a6d2564c5712,172.16.0.102,172.16.0.102,0,1,6479,api_client,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,2669,0,0,1,1,1.9774023263836822,none,0
310,2025-06-04 18:30:21,CP-0023,USER-00070,f7f656479a39f1536f250d4c05d0875f,172.16.0.237,172.16.0.237,0,2,3543,iot_device,OCPP-Client/1.6.0,1,1,1686,0,0,1,1,2.9344674797471044,none,0
311,2025-04-20 10:36:37,CP-0008,USER-00014,a34e47a93e18c388fd5918bbba45fc59,192.168.1.28,192.168.1.28,0,2,5116,api_client,EVCharge-App/3.2.1 (iOS),1,1,3179,0,0,1,1,3.827589364492481,none,0
312,2025-10-29 23:57:15,CP-0038,USER-00102,6c218f03cb927ee3fb9ec1fe8a25e51b,10.0.0.55,10.0.0.55,0,1,5911,web_browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,910,0,0,1,1,3.0829742927166737,none,0
313,2025-08-08 14:39:22,CP-0025,USER-00186,8a8870e36bd416eb3168274258df0138,192.168.1.178,192.168.1.178,0,1,477,mobile_app,EVCharge-App/3.2.1 (iOS),0,1,683,0,0,1,1,3.4511506772485157,none,0
314,2025-08-31 04:47:25,CP-0014,USER-00168,922bd410592b11d6d4ef7a7d43cb9765,10.0.0.69,10.0.0.69,0,2,3699,mobile_app,ChargingStation-Monitor/2.0,1,1,2997,0,0,1,1,2.421167501536563,none,0
315,2025-04-28 10:59:30,CP-0002,USER-00168,a5f04da7823ece7be4f2033e2110ce2a,172.16.0.143,172.16.0.143,0,30,7,iot_device,EVCharge-App/3.2.1 (iOS),0,1,156,0,0,1,1,93.02446306687143,concurrent_sessions,1
316,2025-10-27 12:13:12,CP-0033,USER-00100,5dad0b8b128727879448b42166327a27,192.168.1.37,192.168.1.37,0,1,414211,iot_device,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,0,3293,0,0,1,0,2.0621838452133883,cross_device_theft,1
317,2025-09-25 03:24:25,CP-0044,USER-00020,908246e291fb31593b97c38b353b373d,172.16.0.176,172.16.0.176,0,1,6421,api_client,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,811,0,0,1,1,2.1205239540364555,none,0
318,2025-08-26 06:11:48,CP-0037,USER-00123,27f4a7ac8ef4478abb52ca421f0af818,10.0.0.122,10.0.0.122,0,2,3944,web_browser,OCPP-Client/1.6.0,0,1,3509,0,0,1,1,2.5431667457939193,none,0
319,2025-12-07 21:56:33,CP-0026,USER-00096,b25e002e3a5d6813b48746e87d40b685,10.0.0.158,10.0.0.158,0,1,6900,web_browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,1499,0,0,1,1,3.9751769521926015,none,0
320,2025-06-07 17:28:02,CP-0035,USER-00120,e6bd76091a01eb32e559bb6c6d60539f,192.168.1.215,192.168.1.215,0,1,3,mobile_app,EVCharge-App/3.2.1 (iOS),4,1,276251,1,0,1,1,3.630521093087814,session_replay,1
321,2025-01-16 02:09:49,CP-0005,USER-00059,2997e4cd2f00138f1e6d614f94405921,192.168.1.36,192.168.1.36,0,1,181918,iot_device,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,51252,0,1,1,1,0.9572171808506068,session_fixation,1
322,2025-08-07 22:22:05,CP-0036,USER-00048,10b3d054058f190a0992faef31c32452,192.168.1.106,192.168.1.106,0,1,393,web_browser,EVCharge-App/3.2.1 (iOS),0,1,490,0,0,1,1,3.2403259119312042,none,0
323,2025-12-27 05:12:11,CP-0043,USER-00075,7c20c44c3f383bd203a95df8af38616e,10.0.0.112,10.0.0.112,0,1,4103,web_browser,OCPP-Client/1.6.0,1,1,1326,0,0,1,1,4.615675848177827,none,0
324,2025-01-06 10:16:17,CP-0017,USER-00149,d37b218423634a02a226b7e17cf9ea11,172.16.0.39,172.16.0.39,0,2,6903,iot_device,ChargingStation-Monitor/2.0,1,1,2100,0,0,1,1,2.1566565716550716,none,0
325,2025-03-04 02:21:29,CP-0038,USER-00050,e22d18392fa729eceac78adc68c1c20b,10.0.0.164,10.0.0.164,0,2,1008,mobile_app,EVCharge-App/3.2.1 (Android),0,1,877,0,0,1,1,1.3507366054510963,none,0
326,2025-03-22 08:01:31,CP-0006,USER-00168,a9e7d9f3c886dff87cee330f21733c4a,172.16.0.231,172.16.0.231,0,2,4052,mobile_app,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,933,0,0,1,1,4.2793233596394025,none,0
327,2025-03-05 08:38:25,CP-0021,USER-00055,d949106a02e348538edd189fa197772d,172.16.0.46,172.16.0.46,0,2,3999,mobile_app,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,1055,0,0,1,1,3.4825499273862643,none,0
328,2025-10-28 04:34:18,CP-0046,USER-00006,652648f16313caabb176e37ddece69f1,172.16.0.235,172.16.0.235,0,2,2473,api_client,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,1514,0,0,1,1,2.377073306090732,none,0
329,2025-07-01 20:40:52,CP-0006,USER-00127,3b6df47dfc043bfa0055f91991b729a0,192.168.1.34,192.168.1.34,0,1,155978,ocpp_client,EVCharge-App/3.2.1 (Android),2,1,434136,1,0,1,1,2.5283981295218094,session_replay,1
330,2025-04-04 12:41:15,CP-0009,USER-00102,5933fe47e99ea3e8b6523661bac30e3d,192.168.1.10,192.168.1.10,0,1,1587,web_browser,EVCharge-App/3.2.1 (iOS),1,1,2056,0,0,1,1,1.6030143987492131,none,0
331,2025-03-21 02:07:16,CP-0012,USER-00037,61ca38033a707de17ded72b6158ecb8b,192.168.1.115,192.168.1.115,0,1,5,mobile_app,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,0,835,0,0,1,0,1.8461780915435169,cross_device_theft,1
332,2025-06-05 22:41:00,CP-0010,USER-00070,92a3bbafe083082e77506de78b44a202,10.0.0.7,10.0.0.7,0,37,332588,api_client,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,1,424,0,0,1,1,32.60079469819287,concurrent_sessions,1
333,2025-05-07 02:27:09,CP-0025,USER-00011,8d709bfa3768cc887178661e3a5e66d7,172.16.0.105,172.16.0.105,0,1,548343,web_browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,0,227,0,0,1,0,3.4891529576527884,cross_device_theft,1
334,2025-06-22 01:14:56,CP-0033,USER-00084,85dde371aba3335407c63637c4cb7af4,192.168.1.217,192.168.1.217,0,2,2718,api_client,OCPP-Client/1.6.0,0,1,661,0,0,1,1,2.0916770404983565,none,0
